Geography,State Fips,County Fips,Year,Month,Month Code,week,Initial Claims,Pct. Change
"Adams County, IN",18,1,2020,January,1,1,20,
"Adams County, IN",18,1,2020,January,1,2,16,23.10%
"Adams County, IN",18,1,2020,January,1,3,,
"Adams County, IN",18,1,2020,January,1,4,10,100.00%
"Adams County, IN",18,1,2020,February,2,5,,
"Adams County, IN",18,1,2020,February,2,6,10,100.00%
"Adams County, IN",18,1,2020,February,2,7,13,100.00%
"Adams County, IN",18,1,2020,February,2,8,49,100.00%
"Adams County, IN",18,1,2020,February,2,9,11,10.00%
"Adams County, IN",18,1,2020,March,3,10,,
"Adams County, IN",18,1,2020,March,3,11,,
"Adams County, IN",18,1,2020,March,3,12,156,100.00%
"Adams County, IN",18,1,2020,March,3,13,902,100.00%
"Adams County, IN",18,1,2020,April,4,14,968,8700.00%
"Allen County, IN",18,3,2020,January,1,1,198,31.10%
"Allen County, IN",18,3,2020,January,1,2,245,39.20%
"Allen County, IN",18,3,2020,January,1,3,251,71.90%
"Allen County, IN",18,3,2020,January,1,4,164,31.20%
"Allen County, IN",18,3,2020,February,2,5,137,-8.70%
"Allen County, IN",18,3,2020,February,2,6,156,24.80%
"Allen County, IN",18,3,2020,February,2,7,196,66.10%
"Allen County, IN",18,3,2020,February,2,8,424,311.70%
"Allen County, IN",18,3,2020,February,2,9,157,80.50%
"Allen County, IN",18,3,2020,March,3,10,108,22.70%
"Allen County, IN",18,3,2020,March,3,11,115,16.20%
"Allen County, IN",18,3,2020,March,3,12,"3,561",3688.30%
"Allen County, IN",18,3,2020,March,3,13,"9,950",12992.10%
"Allen County, IN",18,3,2020,April,4,14,"6,848",7771.30%
"Bartholomew County, IN",18,5,2020,January,1,1,33,-15.40%
"Bartholomew County, IN",18,5,2020,January,1,2,43,-12.20%
"Bartholomew County, IN",18,5,2020,January,1,3,26,-25.70%
"Bartholomew County, IN",18,5,2020,January,1,4,19,-52.50%
"Bartholomew County, IN",18,5,2020,February,2,5,27,17.40%
"Bartholomew County, IN",18,5,2020,February,2,6,26,4.00%
"Bartholomew County, IN",18,5,2020,February,2,7,18,38.50%
"Bartholomew County, IN",18,5,2020,February,2,8,25,-16.70%
"Bartholomew County, IN",18,5,2020,February,2,9,14,-22.20%
"Bartholomew County, IN",18,5,2020,March,3,10,13,18.20%
"Bartholomew County, IN",18,5,2020,March,3,11,17,-5.60%
"Bartholomew County, IN",18,5,2020,March,3,12,690,4500.00%
"Bartholomew County, IN",18,5,2020,March,3,13,"1,525",9431.30%
"Bartholomew County, IN",18,5,2020,April,4,14,"1,625",11507.10%
"Benton County, IN",18,7,2020,January,1,1,,
"Benton County, IN",18,7,2020,January,1,2,,
"Benton County, IN",18,7,2020,January,1,3,,
"Benton County, IN",18,7,2020,January,1,4,,
"Benton County, IN",18,7,2020,February,2,5,,
"Benton County, IN",18,7,2020,February,2,6,,
"Benton County, IN",18,7,2020,February,2,7,,
"Benton County, IN",18,7,2020,February,2,8,,
"Benton County, IN",18,7,2020,February,2,9,,
"Benton County, IN",18,7,2020,March,3,10,,
"Benton County, IN",18,7,2020,March,3,12,30,100.00%
"Benton County, IN",18,7,2020,March,3,13,94,100.00%
"Benton County, IN",18,7,2020,April,4,14,122,
"Blackford County, IN",18,9,2020,January,1,1,,
"Blackford County, IN",18,9,2020,January,1,2,10,-9.10%
"Blackford County, IN",18,9,2020,January,1,3,,
"Blackford County, IN",18,9,2020,January,1,4,,
"Blackford County, IN",18,9,2020,February,2,5,,
"Blackford County, IN",18,9,2020,February,2,6,,
"Blackford County, IN",18,9,2020,February,2,7,,
"Blackford County, IN",18,9,2020,February,2,8,,
"Blackford County, IN",18,9,2020,February,2,9,,
"Blackford County, IN",18,9,2020,March,3,10,,
"Blackford County, IN",18,9,2020,March,3,11,,
"Blackford County, IN",18,9,2020,March,3,12,90,100.00%
"Blackford County, IN",18,9,2020,March,3,13,261,100.00%
"Blackford County, IN",18,9,2020,April,4,14,257,100.00%
"Boone County, IN",18,11,2020,January,1,1,16,-50.00%
"Boone County, IN",18,11,2020,January,1,2,26,-27.80%
"Boone County, IN",18,11,2020,January,1,3,17,-5.60%
"Boone County, IN",18,11,2020,January,1,4,13,-13.30%
"Boone County, IN",18,11,2020,February,2,5,27,28.60%
"Boone County, IN",18,11,2020,February,2,6,,
"Boone County, IN",18,11,2020,February,2,7,19,58.30%
"Boone County, IN",18,11,2020,February,2,8,12,
"Boone County, IN",18,11,2020,February,2,9,14,7.70%
"Boone County, IN",18,11,2020,March,3,10,21,100.00%
"Boone County, IN",18,11,2020,March,3,11,14,7.70%
"Boone County, IN",18,11,2020,March,3,12,358,100.00%
"Boone County, IN",18,11,2020,March,3,13,599,3643.80%
"Boone County, IN",18,11,2020,April,4,14,670,4685.70%
"Brown County, IN",18,13,2020,January,1,1,,
"Brown County, IN",18,13,2020,January,1,2,20,17.60%
"Brown County, IN",18,13,2020,January,1,3,,
"Brown County, IN",18,13,2020,January,1,4,,
"Brown County, IN",18,13,2020,February,2,5,,
"Brown County, IN",18,13,2020,February,2,6,10,100.00%
"Brown County, IN",18,13,2020,February,2,7,,
"Brown County, IN",18,13,2020,February,2,8,,
"Brown County, IN",18,13,2020,February,2,9,,
"Brown County, IN",18,13,2020,March,3,10,,
"Brown County, IN",18,13,2020,March,3,11,,
"Brown County, IN",18,13,2020,March,3,12,110,100.00%
"Brown County, IN",18,13,2020,March,3,13,236,100.00%
"Brown County, IN",18,13,2020,April,4,14,206,100.00%
"Carroll County, IN",18,15,2020,January,1,1,11,-15.40%
"Carroll County, IN",18,15,2020,January,1,2,11,-26.70%
"Carroll County, IN",18,15,2020,January,1,3,,
"Carroll County, IN",18,15,2020,January,1,4,,
"Carroll County, IN",18,15,2020,February,2,5,,
"Carroll County, IN",18,15,2020,February,2,6,,
"Carroll County, IN",18,15,2020,February,2,7,,
"Carroll County, IN",18,15,2020,February,2,8,,
"Carroll County, IN",18,15,2020,February,2,9,,
"Carroll County, IN",18,15,2020,March,3,10,,
"Carroll County, IN",18,15,2020,March,3,11,,
"Carroll County, IN",18,15,2020,March,3,12,88,100.00%
"Carroll County, IN",18,15,2020,March,3,13,252,100.00%
"Carroll County, IN",18,15,2020,April,4,14,265,2108.30%
"Cass County, IN",18,17,2020,January,1,1,26,-7.10%
"Cass County, IN",18,17,2020,January,1,2,35,-5.40%
"Cass County, IN",18,17,2020,January,1,3,21,-36.40%
"Cass County, IN",18,17,2020,January,1,4,12,-40.00%
"Cass County, IN",18,17,2020,February,2,5,22,4.80%
"Cass County, IN",18,17,2020,February,2,6,12,-7.70%
"Cass County, IN",18,17,2020,February,2,7,20,100.00%
"Cass County, IN",18,17,2020,February,2,8,12,-40.00%
"Cass County, IN",18,17,2020,February,2,9,12,-29.40%
"Cass County, IN",18,17,2020,March,3,10,12,-25.00%
"Cass County, IN",18,17,2020,March,3,11,22,69.20%
"Cass County, IN",18,17,2020,March,3,12,233,1194.40%
"Cass County, IN",18,17,2020,March,3,13,646,2484.00%
"Cass County, IN",18,17,2020,April,4,14,574,655.30%
"Clark County, IN",18,19,2020,January,1,1,34,-52.10%
"Clark County, IN",18,19,2020,January,1,2,46,-40.30%
"Clark County, IN",18,19,2020,January,1,3,41,17.10%
"Clark County, IN",18,19,2020,January,1,4,29,-34.10%
"Clark County, IN",18,19,2020,February,2,5,41,36.70%
"Clark County, IN",18,19,2020,February,2,6,35,25.00%
"Clark County, IN",18,19,2020,February,2,7,35,34.60%
"Clark County, IN",18,19,2020,February,2,8,26,23.80%
"Clark County, IN",18,19,2020,February,2,9,31,40.90%
"Clark County, IN",18,19,2020,March,3,10,29,61.10%
"Clark County, IN",18,19,2020,March,3,11,65,282.40%
"Clark County, IN",18,19,2020,March,3,12,"1,208",9966.70%
"Clark County, IN",18,19,2020,March,3,13,"2,056",14585.70%
"Clark County, IN",18,19,2020,April,4,14,"1,827",8600.00%
"Clay County, IN",18,21,2020,January,1,1,25,-35.90%
"Clay County, IN",18,21,2020,January,1,2,31,6.90%
"Clay County, IN",18,21,2020,January,1,3,19,5.60%
"Clay County, IN",18,21,2020,January,1,4,,
"Clay County, IN",18,21,2020,February,2,5,14,-6.70%
"Clay County, IN",18,21,2020,February,2,6,,
"Clay County, IN",18,21,2020,February,2,7,12,
"Clay County, IN",18,21,2020,February,2,8,12,-25.00%
"Clay County, IN",18,21,2020,February,2,9,12,-73.90%
"Clay County, IN",18,21,2020,March,3,10,15,100.00%
"Clay County, IN",18,21,2020,March,3,11,,
"Clay County, IN",18,21,2020,March,3,12,156,100.00%
"Clay County, IN",18,21,2020,March,3,13,302,2645.50%
"Clay County, IN",18,21,2020,April,4,14,332,100.00%
"Clinton County, IN",18,23,2020,January,1,1,15,36.40%
"Clinton County, IN",18,23,2020,January,1,2,15,-34.80%
"Clinton County, IN",18,23,2020,January,1,3,14,7.70%
"Clinton County, IN",18,23,2020,January,1,4,,
"Clinton County, IN",18,23,2020,February,2,5,11,10.00%
"Clinton County, IN",18,23,2020,February,2,6,,
"Clinton County, IN",18,23,2020,February,2,7,12,100.00%
"Clinton County, IN",18,23,2020,February,2,8,,
"Clinton County, IN",18,23,2020,February,2,9,,
"Clinton County, IN",18,23,2020,March,3,10,,
"Clinton County, IN",18,23,2020,March,3,11,,
"Clinton County, IN",18,23,2020,March,3,12,156,100.00%
"Clinton County, IN",18,23,2020,March,3,13,496,100.00%
"Clinton County, IN",18,23,2020,April,4,14,489,4790.00%
"Crawford County, IN",18,25,2020,January,1,1,23,64.30%
"Crawford County, IN",18,25,2020,January,1,2,16,
"Crawford County, IN",18,25,2020,January,1,3,,
"Crawford County, IN",18,25,2020,January,1,4,,
"Crawford County, IN",18,25,2020,February,2,5,,
"Crawford County, IN",18,25,2020,February,2,6,,
"Crawford County, IN",18,25,2020,February,2,7,,
"Crawford County, IN",18,25,2020,February,2,8,,
"Crawford County, IN",18,25,2020,February,2,9,,
"Crawford County, IN",18,25,2020,March,3,11,,
"Crawford County, IN",18,25,2020,March,3,12,59,100.00%
"Crawford County, IN",18,25,2020,March,3,13,172,100.00%
"Crawford County, IN",18,25,2020,April,4,14,175,100.00%
"Daviess County, IN",18,27,2020,January,1,1,,
"Daviess County, IN",18,27,2020,January,1,2,14,40.00%
"Daviess County, IN",18,27,2020,January,1,3,12,9.10%
"Daviess County, IN",18,27,2020,January,1,4,13,100.00%
"Daviess County, IN",18,27,2020,February,2,5,,
"Daviess County, IN",18,27,2020,February,2,6,,
"Daviess County, IN",18,27,2020,February,2,7,,
"Daviess County, IN",18,27,2020,February,2,8,15,100.00%
"Daviess County, IN",18,27,2020,February,2,9,,
"Daviess County, IN",18,27,2020,March,3,10,,
"Daviess County, IN",18,27,2020,March,3,11,,
"Daviess County, IN",18,27,2020,March,3,12,115,100.00%
"Daviess County, IN",18,27,2020,March,3,13,273,100.00%
"Daviess County, IN",18,27,2020,April,4,14,201,100.00%
"Dearborn County, IN",18,29,2020,January,1,1,21,31.30%
"Dearborn County, IN",18,29,2020,January,1,2,23,-4.20%
"Dearborn County, IN",18,29,2020,January,1,3,18,-5.30%
"Dearborn County, IN",18,29,2020,January,1,4,14,100.00%
"Dearborn County, IN",18,29,2020,February,2,5,17,30.80%
"Dearborn County, IN",18,29,2020,February,2,6,14,100.00%
"Dearborn County, IN",18,29,2020,February,2,7,,
"Dearborn County, IN",18,29,2020,February,2,8,12,100.00%
"Dearborn County, IN",18,29,2020,February,2,9,11,100.00%
"Dearborn County, IN",18,29,2020,March,3,10,,
"Dearborn County, IN",18,29,2020,March,3,11,17,100.00%
"Dearborn County, IN",18,29,2020,March,3,12,302,100.00%
"Dearborn County, IN",18,29,2020,March,3,13,411,100.00%
"Dearborn County, IN",18,29,2020,April,4,14,525,100.00%
"Decatur County, IN",18,31,2020,January,1,1,27,-12.90%
"Decatur County, IN",18,31,2020,January,1,2,19,5.60%
"Decatur County, IN",18,31,2020,January,1,3,14,40.00%
"Decatur County, IN",18,31,2020,January,1,4,,
"Decatur County, IN",18,31,2020,February,2,5,11,
"Decatur County, IN",18,31,2020,February,2,6,12,100.00%
"Decatur County, IN",18,31,2020,February,2,7,,
"Decatur County, IN",18,31,2020,February,2,8,16,100.00%
"Decatur County, IN",18,31,2020,February,2,9,,
"Decatur County, IN",18,31,2020,March,3,10,,
"Decatur County, IN",18,31,2020,March,3,11,,
"Decatur County, IN",18,31,2020,March,3,12,240,100.00%
"Decatur County, IN",18,31,2020,March,3,13,629,100.00%
"Decatur County, IN",18,31,2020,April,4,14,802,5628.60%
"DeKalb County, IN",18,33,2020,January,1,1,28,16.70%
"DeKalb County, IN",18,33,2020,January,1,2,25,25.00%
"DeKalb County, IN",18,33,2020,January,1,3,23,
"DeKalb County, IN",18,33,2020,January,1,4,17,-5.60%
"DeKalb County, IN",18,33,2020,February,2,5,12,-20.00%
"DeKalb County, IN",18,33,2020,February,2,6,15,-16.70%
"DeKalb County, IN",18,33,2020,February,2,7,23,
"DeKalb County, IN",18,33,2020,February,2,8,39,100.00%
"DeKalb County, IN",18,33,2020,February,2,9,22,69.20%
"DeKalb County, IN",18,33,2020,March,3,10,,
"DeKalb County, IN",18,33,2020,March,3,11,11,100.00%
"DeKalb County, IN",18,33,2020,March,3,12,382,100.00%
"DeKalb County, IN",18,33,2020,March,3,13,"1,366",100.00%
"DeKalb County, IN",18,33,2020,April,4,14,838,7518.20%
"Delaware County, IN",18,35,2020,January,1,1,102,1.00%
"Delaware County, IN",18,35,2020,January,1,2,93,-3.10%
"Delaware County, IN",18,35,2020,January,1,3,71,6.00%
"Delaware County, IN",18,35,2020,January,1,4,64,-11.10%
"Delaware County, IN",18,35,2020,February,2,5,57,-14.90%
"Delaware County, IN",18,35,2020,February,2,6,47,17.50%
"Delaware County, IN",18,35,2020,February,2,7,51,13.30%
"Delaware County, IN",18,35,2020,February,2,8,42,40.00%
"Delaware County, IN",18,35,2020,February,2,9,37,32.10%
"Delaware County, IN",18,35,2020,March,3,10,47,56.70%
"Delaware County, IN",18,35,2020,March,3,11,24,
"Delaware County, IN",18,35,2020,March,3,12,"1,010",4490.90%
"Delaware County, IN",18,35,2020,March,3,13,"2,148",7571.40%
"Delaware County, IN",18,35,2020,April,4,14,"1,696",3938.10%
"Dubois County, IN",18,37,2020,January,1,1,29,38.10%
"Dubois County, IN",18,37,2020,January,1,2,14,-6.70%
"Dubois County, IN",18,37,2020,January,1,3,17,-26.10%
"Dubois County, IN",18,37,2020,January,1,4,13,-43.50%
"Dubois County, IN",18,37,2020,February,2,5,14,-12.50%
"Dubois County, IN",18,37,2020,February,2,6,10,-41.20%
"Dubois County, IN",18,37,2020,February,2,7,23,53.30%
"Dubois County, IN",18,37,2020,February,2,8,14,-17.60%
"Dubois County, IN",18,37,2020,February,2,9,,
"Dubois County, IN",18,37,2020,March,3,10,,
"Dubois County, IN",18,37,2020,March,3,11,,
"Dubois County, IN",18,37,2020,March,3,12,158,100.00%
"Dubois County, IN",18,37,2020,March,3,13,533,100.00%
"Dubois County, IN",18,37,2020,April,4,14,626,100.00%
"Elkhart County, IN",18,39,2020,January,1,1,228,24.60%
"Elkhart County, IN",18,39,2020,January,1,2,225,43.30%
"Elkhart County, IN",18,39,2020,January,1,3,225,50.00%
"Elkhart County, IN",18,39,2020,January,1,4,68,-41.40%
"Elkhart County, IN",18,39,2020,February,2,5,87,-43.90%
"Elkhart County, IN",18,39,2020,February,2,6,59,-77.90%
"Elkhart County, IN",18,39,2020,February,2,7,64,-9.90%
"Elkhart County, IN",18,39,2020,February,2,8,82,9.30%
"Elkhart County, IN",18,39,2020,February,2,9,70,-41.70%
"Elkhart County, IN",18,39,2020,March,3,10,81,-37.20%
"Elkhart County, IN",18,39,2020,March,3,11,50,-32.40%
"Elkhart County, IN",18,39,2020,March,3,12,"1,052",1056.00%
"Elkhart County, IN",18,39,2020,March,3,13,"9,844",10837.80%
"Elkhart County, IN",18,39,2020,April,4,14,"7,487",7699.00%
"Fayette County, IN",18,41,2020,January,1,1,,
"Fayette County, IN",18,41,2020,January,1,2,10,-23.10%
"Fayette County, IN",18,41,2020,January,1,3,,
"Fayette County, IN",18,41,2020,January,1,4,13,-13.30%
"Fayette County, IN",18,41,2020,February,2,5,,
"Fayette County, IN",18,41,2020,February,2,6,22,100.00%
"Fayette County, IN",18,41,2020,February,2,7,,
"Fayette County, IN",18,41,2020,February,2,8,,
"Fayette County, IN",18,41,2020,February,2,9,,
"Fayette County, IN",18,41,2020,March,3,10,,
"Fayette County, IN",18,41,2020,March,3,11,35,100.00%
"Fayette County, IN",18,41,2020,March,3,12,183,1730.00%
"Fayette County, IN",18,41,2020,March,3,13,444,100.00%
"Fayette County, IN",18,41,2020,April,4,14,454,100.00%
"Floyd County, IN",18,43,2020,January,1,1,20,-23.10%
"Floyd County, IN",18,43,2020,January,1,2,41,32.30%
"Floyd County, IN",18,43,2020,January,1,3,27,80.00%
"Floyd County, IN",18,43,2020,January,1,4,13,-43.50%
"Floyd County, IN",18,43,2020,February,2,5,21,31.30%
"Floyd County, IN",18,43,2020,February,2,6,17,21.40%
"Floyd County, IN",18,43,2020,February,2,7,24,100.00%
"Floyd County, IN",18,43,2020,February,2,8,23,100.00%
"Floyd County, IN",18,43,2020,February,2,9,13,100.00%
"Floyd County, IN",18,43,2020,March,3,10,14,100.00%
"Floyd County, IN",18,43,2020,March,3,11,13,100.00%
"Floyd County, IN",18,43,2020,March,3,12,742,100.00%
"Floyd County, IN",18,43,2020,March,3,13,"1,228",12180.00%
"Floyd County, IN",18,43,2020,April,4,14,"1,098",100.00%
"Fountain County, IN",18,45,2020,January,1,1,10,-9.10%
"Fountain County, IN",18,45,2020,January,1,2,,
"Fountain County, IN",18,45,2020,January,1,3,10,
"Fountain County, IN",18,45,2020,January,1,4,,
"Fountain County, IN",18,45,2020,February,2,5,,
"Fountain County, IN",18,45,2020,February,2,7,,
"Fountain County, IN",18,45,2020,February,2,8,,
"Fountain County, IN",18,45,2020,February,2,9,,
"Fountain County, IN",18,45,2020,March,3,10,,
"Fountain County, IN",18,45,2020,March,3,11,,
"Fountain County, IN",18,45,2020,March,3,12,109,100.00%
"Fountain County, IN",18,45,2020,March,3,13,292,100.00%
"Fountain County, IN",18,45,2020,April,4,14,277,100.00%
"Franklin County, IN",18,47,2020,January,1,1,17,6.30%
"Franklin County, IN",18,47,2020,January,1,2,17,-5.60%
"Franklin County, IN",18,47,2020,January,1,3,,
"Franklin County, IN",18,47,2020,January,1,4,,
"Franklin County, IN",18,47,2020,February,2,5,33,37.50%
"Franklin County, IN",18,47,2020,February,2,6,12,20.00%
"Franklin County, IN",18,47,2020,February,2,7,13,100.00%
"Franklin County, IN",18,47,2020,February,2,8,15,100.00%
"Franklin County, IN",18,47,2020,February,2,9,,
"Franklin County, IN",18,47,2020,March,3,10,,
"Franklin County, IN",18,47,2020,March,3,11,,
"Franklin County, IN",18,47,2020,March,3,12,138,100.00%
"Franklin County, IN",18,47,2020,March,3,13,353,100.00%
"Franklin County, IN",18,47,2020,April,4,14,405,100.00%
"Fulton County, IN",18,49,2020,January,1,1,20,100.00%
"Fulton County, IN",18,49,2020,January,1,2,13,-18.80%
"Fulton County, IN",18,49,2020,January,1,3,19,35.70%
"Fulton County, IN",18,49,2020,January,1,4,11,-15.40%
"Fulton County, IN",18,49,2020,February,2,5,,
"Fulton County, IN",18,49,2020,February,2,6,,
"Fulton County, IN",18,49,2020,February,2,7,11,100.00%
"Fulton County, IN",18,49,2020,February,2,8,,
"Fulton County, IN",18,49,2020,February,2,9,,
"Fulton County, IN",18,49,2020,March,3,10,,
"Fulton County, IN",18,49,2020,March,3,11,,
"Fulton County, IN",18,49,2020,March,3,12,115,100.00%
"Fulton County, IN",18,49,2020,March,3,13,320,2809.10%
"Fulton County, IN",18,49,2020,April,4,14,371,100.00%
"Gibson County, IN",18,51,2020,January,1,1,19,-24.00%
"Gibson County, IN",18,51,2020,January,1,2,24,
"Gibson County, IN",18,51,2020,January,1,3,18,50.00%
"Gibson County, IN",18,51,2020,January,1,4,15,15.40%
"Gibson County, IN",18,51,2020,February,2,5,18,20.00%
"Gibson County, IN",18,51,2020,February,2,6,14,-33.30%
"Gibson County, IN",18,51,2020,February,2,7,18,5.90%
"Gibson County, IN",18,51,2020,February,2,8,11,-15.40%
"Gibson County, IN",18,51,2020,February,2,9,,
"Gibson County, IN",18,51,2020,March,3,10,10,-9.10%
"Gibson County, IN",18,51,2020,March,3,11,11,100.00%
"Gibson County, IN",18,51,2020,March,3,12,281,100.00%
"Gibson County, IN",18,51,2020,March,3,13,666,100.00%
"Gibson County, IN",18,51,2020,April,4,14,909,100.00%
"Grant County, IN",18,53,2020,January,1,1,41,32.30%
"Grant County, IN",18,53,2020,January,1,2,75,15.40%
"Grant County, IN",18,53,2020,January,1,3,42,68.00%
"Grant County, IN",18,53,2020,January,1,4,29,38.10%
"Grant County, IN",18,53,2020,February,2,5,23,
"Grant County, IN",18,53,2020,February,2,6,30,30.40%
"Grant County, IN",18,53,2020,February,2,7,30,20.00%
"Grant County, IN",18,53,2020,February,2,8,19,35.70%
"Grant County, IN",18,53,2020,February,2,9,23,64.30%
"Grant County, IN",18,53,2020,March,3,10,26,18.20%
"Grant County, IN",18,53,2020,March,3,11,28,47.40%
"Grant County, IN",18,53,2020,March,3,12,457,1977.30%
"Grant County, IN",18,53,2020,March,3,13,"1,091",5095.20%
"Grant County, IN",18,53,2020,April,4,14,732,1563.60%
"Greene County, IN",18,55,2020,January,1,1,29,-9.40%
"Greene County, IN",18,55,2020,January,1,2,33,17.90%
"Greene County, IN",18,55,2020,January,1,3,17,-32.00%
"Greene County, IN",18,55,2020,January,1,4,30,-16.70%
"Greene County, IN",18,55,2020,February,2,5,24,-17.20%
"Greene County, IN",18,55,2020,February,2,6,20,
"Greene County, IN",18,55,2020,February,2,7,20,53.80%
"Greene County, IN",18,55,2020,February,2,8,15,-6.30%
"Greene County, IN",18,55,2020,February,2,9,11,-8.30%
"Greene County, IN",18,55,2020,March,3,10,,
"Greene County, IN",18,55,2020,March,3,11,16,-5.90%
"Greene County, IN",18,55,2020,March,3,12,113,100.00%
"Greene County, IN",18,55,2020,March,3,13,274,100.00%
"Greene County, IN",18,55,2020,April,4,14,343,3330.00%
"Hamilton County, IN",18,57,2020,January,1,1,106,-0.90%
"Hamilton County, IN",18,57,2020,January,1,2,127,41.10%
"Hamilton County, IN",18,57,2020,January,1,3,80,-12.10%
"Hamilton County, IN",18,57,2020,January,1,4,77,32.80%
"Hamilton County, IN",18,57,2020,February,2,5,61,-3.20%
"Hamilton County, IN",18,57,2020,February,2,6,69,6.20%
"Hamilton County, IN",18,57,2020,February,2,7,68,21.40%
"Hamilton County, IN",18,57,2020,February,2,8,51,8.50%
"Hamilton County, IN",18,57,2020,February,2,9,66,32.00%
"Hamilton County, IN",18,57,2020,March,3,10,52,-14.80%
"Hamilton County, IN",18,57,2020,March,3,11,83,29.70%
"Hamilton County, IN",18,57,2020,March,3,12,"2,247",3985.50%
"Hamilton County, IN",18,57,2020,March,3,13,"3,554",6868.60%
"Hamilton County, IN",18,57,2020,April,4,14,"3,756",4120.20%
"Hancock County, IN",18,59,2020,January,1,1,32,-3.00%
"Hancock County, IN",18,59,2020,January,1,2,30,-33.30%
"Hancock County, IN",18,59,2020,January,1,3,29,-14.70%
"Hancock County, IN",18,59,2020,January,1,4,16,-66.00%
"Hancock County, IN",18,59,2020,February,2,5,25,-7.40%
"Hancock County, IN",18,59,2020,February,2,6,27,-30.80%
"Hancock County, IN",18,59,2020,February,2,7,18,-10.00%
"Hancock County, IN",18,59,2020,February,2,8,24,9.10%
"Hancock County, IN",18,59,2020,February,2,9,23,76.90%
"Hancock County, IN",18,59,2020,March,3,10,13,-51.90%
"Hancock County, IN",18,59,2020,March,3,11,19,11.80%
"Hancock County, IN",18,59,2020,March,3,12,634,3236.80%
"Hancock County, IN",18,59,2020,March,3,13,"1,060",7471.40%
"Hancock County, IN",18,59,2020,April,4,14,"1,116",6100.00%
"Harrison County, IN",18,61,2020,January,1,1,34,21.40%
"Harrison County, IN",18,61,2020,January,1,2,27,-20.60%
"Harrison County, IN",18,61,2020,January,1,3,16,-42.90%
"Harrison County, IN",18,61,2020,January,1,4,18,-30.80%
"Harrison County, IN",18,61,2020,February,2,5,15,-25.00%
"Harrison County, IN",18,61,2020,February,2,6,21,100.00%
"Harrison County, IN",18,61,2020,February,2,7,10,100.00%
"Harrison County, IN",18,61,2020,February,2,8,,
"Harrison County, IN",18,61,2020,February,2,9,10,100.00%
"Harrison County, IN",18,61,2020,March,3,10,,
"Harrison County, IN",18,61,2020,March,3,11,12,100.00%
"Harrison County, IN",18,61,2020,March,3,12,308,100.00%
"Harrison County, IN",18,61,2020,March,3,13,686,5616.70%
"Harrison County, IN",18,61,2020,April,4,14,604,4546.20%
"Hendricks County, IN",18,63,2020,January,1,1,64,-9.90%
"Hendricks County, IN",18,63,2020,January,1,2,49,-38.00%
"Hendricks County, IN",18,63,2020,January,1,3,65,35.40%
"Hendricks County, IN",18,63,2020,January,1,4,54,20.00%
"Hendricks County, IN",18,63,2020,February,2,5,38,-17.40%
"Hendricks County, IN",18,63,2020,February,2,6,41,-24.10%
"Hendricks County, IN",18,63,2020,February,2,7,29,-19.40%
"Hendricks County, IN",18,63,2020,February,2,8,21,-48.80%
"Hendricks County, IN",18,63,2020,February,2,9,25,-19.40%
"Hendricks County, IN",18,63,2020,March,3,10,35,-5.40%
"Hendricks County, IN",18,63,2020,March,3,11,25,4.20%
"Hendricks County, IN",18,63,2020,March,3,12,962,3335.70%
"Hendricks County, IN",18,63,2020,March,3,13,"1,532",5792.30%
"Hendricks County, IN",18,63,2020,April,4,14,"1,782",3612.50%
"Henry County, IN",18,65,2020,January,1,1,28,-31.70%
"Henry County, IN",18,65,2020,January,1,2,30,-18.90%
"Henry County, IN",18,65,2020,January,1,3,21,-12.50%
"Henry County, IN",18,65,2020,January,1,4,25,
"Henry County, IN",18,65,2020,February,2,5,20,-13.00%
"Henry County, IN",18,65,2020,February,2,6,20,25.00%
"Henry County, IN",18,65,2020,February,2,7,12,-40.00%
"Henry County, IN",18,65,2020,February,2,8,14,-41.70%
"Henry County, IN",18,65,2020,February,2,9,14,16.70%
"Henry County, IN",18,65,2020,March,3,10,10,-9.10%
"Henry County, IN",18,65,2020,March,3,11,14,100.00%
"Henry County, IN",18,65,2020,March,3,12,318,2790.90%
"Henry County, IN",18,65,2020,March,3,13,859,7058.30%
"Henry County, IN",18,65,2020,April,4,14,827,4252.60%
"Howard County, IN",18,67,2020,January,1,1,58,-1.70%
"Howard County, IN",18,67,2020,January,1,2,67,6.30%
"Howard County, IN",18,67,2020,January,1,3,58,52.60%
"Howard County, IN",18,67,2020,January,1,4,50,31.60%
"Howard County, IN",18,67,2020,February,2,5,32,-17.90%
"Howard County, IN",18,67,2020,February,2,6,31,-3.10%
"Howard County, IN",18,67,2020,February,2,7,30,15.40%
"Howard County, IN",18,67,2020,February,2,8,39,34.50%
"Howard County, IN",18,67,2020,February,2,9,34,9.70%
"Howard County, IN",18,67,2020,March,3,10,27,-20.60%
"Howard County, IN",18,67,2020,March,3,11,120,400.00%
"Howard County, IN",18,67,2020,March,3,12,"1,512",1916.00%
"Howard County, IN",18,67,2020,March,3,13,"4,579",2854.20%
"Howard County, IN",18,67,2020,April,4,14,"1,612",189.40%
"Huntington County, IN",18,69,2020,January,1,1,21,-34.40%
"Huntington County, IN",18,69,2020,January,1,2,23,-39.50%
"Huntington County, IN",18,69,2020,January,1,3,35,66.70%
"Huntington County, IN",18,69,2020,January,1,4,15,-6.30%
"Huntington County, IN",18,69,2020,February,2,5,27,92.90%
"Huntington County, IN",18,69,2020,February,2,6,14,-39.10%
